id,text,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10
usn-1814-00189,"9. one half gallon of water at least shall be allowed every man in foreign voyages, and such further quantity as shall be thought necessary on the home station; but on particular occasions the captain may shorten this allowance.
","usn-1802-00177 (1): 9. one half gallon of water at least shall be allowed every man in foreign voyages, and such further quantity as shall be thought necessary on the home station, but on particular occasions the captain may shorten this allowance.
",,,,,,,,,
usn-1814-00190,"10. to prevent the buying of casks abroad, no casks are to be shipped which will want to be replaced by new ones, before the vessel's return to the united states.
","usn-1802-00178 (1): 10. to prevent the buying of casks abroad, no casks are to be shipped which will want to be replaced by new ones before the vessel's return to the united states.
",,,,,,,,,
usn-1814-00191,"11. if any provisions slip out of the slings, or are damaged through carelessness, the captain is to charge the value against the wages of the offender.
","rn-1790-00176 (0.233):  xv. if any provisions slip out of the slings, or are otherwise damaged or lost by malice or carelessness of the ship's company, the captain is to charge the value against the wages of the offender, and give a certificate to the purser, expressing how the same happened, with the name of the offender, and the sum charged against him, that the purser may be allowed it on his accounts. 
","usn-1802-00039 (0.077): 20. he is not to suffer the ship's stores to be misapplied or wasted, and if such loss happens by the negligence or wilfulneaa of any of the ships company, he is to charge the value thereof against the wages of the offender on the muster and pay books.
","usn-1802-00179 (0.714): 11. if any provisions slip out of the slings, or are damaged through carelesness, the captain is to charge the value against the wages of the offender.
",,,,,,,
usn-1814-00192,"12. every ship to be provided with a seine, and the crew supplied with fresh provisions as it can conveniently be done.
","usn-1802-00180 (1): 12. every ship to be provided with a seine, and the crew supplied with fresh provisions as it can conveniently be done.
",,,,,,,,,
usn-1814-00195,"1. slop-clothing is to be charged to the purser at the cost and charges; and he is to be held accountable for the expenditure.
","usn-1802-00182 (1): 1. slop clothing is to be charged to the purser at the cost and charges, and he is to be held accountable for the expenditure.
",,,,,,,,,
usn-1814-00196,"2. and in no case will the purser be credited, even for any alleged loss by damage in slops, unless he shows, by regular surveys signed by three officers, one of whom at least to be commissioned, that the loss has been unavoidably sustained by damage, and not by any neglect or inattention on his part.
","usn-1802-00171 (0.044): 3. in all cases where it may appear to the purser, that provisions are damaged or spoiling, it will be hia duty to apply to the commanding oficer, who will duect a survey, by three officers, one of whom, a t least, to be commissioned.
","usn-1802-00172 (0.057): 4. if upon a settlement of the purser's provision account, there shall appear a loss or deficiency of more than seven and a half per cent. upon the amount of pro- visions received, he will be charged with and held responsible for such loss or deficiency exceeding the seven and a half per cent. unless he shews by regular surveys that the loss has been unavoidably sustained by damage or otherwise.
","usn-1802-00183 (0.656): 2. and in no case will the purser be credited even for any alledged lose by damage in slops, urilese he shews by regular surveys signed by three officers, one of whom at least to be commissioned,that the loss has been unavoidably sustained by damage, and not by any neglect or inattention on his part.
",,,,,,,
usn-1814-00197,"3. and, as a compensation for the risque and responsibility, the purser shall be authorised to dispose of the slops to the crew at a profit of five per cent; but he must, at the end of every cruise, render a regular and particular slop-account, showing by appropriate columns the quantities of each several kind of articles received or purchased, and the prices and amounts, and from whom, when and where; and he shall show the quantities disposed of, and to whom, and at what prices; so that his slop-account will show the articles, prices, and amount, received and disposed of.
","usn-1802-00184 (0.513): 3. and as s compensation for the risque and responsibility, the purser shall be authorized to dispose of the slops to the crew at a profit of 10per cent.; but he must at the end of every cruise render a regular and particular slop account, shewing by appropriate columns, the quantities of each several kinds of articles received or purchased, and the prices and amount, and from whom, when and where, and he shall shew the quantities disposed of, and to whom, and at what prices; so that his slop account will shew the articles, prices and amount received and disposed of.
",,,,,,,,,
usn-1814-00198,"4. on the death or removal of a purser, the commanding officer will cause a regular survey to be made on the slops remaining on hand, and an inventory thereof to be made out and signed by at least two commissioned officers.
","usn-1802-00185 (0.643): 4. on the death or removal of a purser, the commanding oficer will cause a regular survey to be made on the slops remaining on hand, and an inventory thereof to be made out and signed by a t least two commissioned officers.
",,,,,,,,,
usn-1814-00199,"5. seamen, destitute of necessaries, may be supplied with slops by an order from the captain, after the vessel has commenced her voyage.
","usn-1802-00186 (1): 5. seamen destitute of necessaries may be supplied with slops by an order from the captain, after the vessel has commenced her voyage.
",,,,,,,,,
usn-1814-00200,"6. none are to receive a second supply until they have served two full months, and then not exceeding half their pay, and in the same proportion for every two months, if they shall be in want.
","rn-1790-00194 (0.105):  iii. none are to receive a second supply, until they shall have served full two months, and then not to above the value of ten shillings, whether it be in slops or bedding, and so in proportion every two months ten shillings more, if they shall want necessaries, to the .
","usn-1802-00187 (0.581): 6. none are to receive a second supply until they have served full two months, and then not exceeding half their pay, and in the ssme proportion for every two months if they shall be in want.
",,,,,,,,
usn-1814-00201,"7. slops are to be issued out publicly and in the presence of an officer, who is to be appointed by the captain, to see the articles delivered to the seamen and others, and the receipts given for the same, which he is also to certify.
","usn-1802-00188 (1): 7. slops are to be issued out publicly and in the presence of an officer, who is to be appointed by the captain, to see the articles delivered to the seamen and others, and the receipts given for the same, which he is also to certify.
",,,,,,,,,
usn-1814-00202,"8. the captain is to oblige those who are ragged, or want bedding, to receive such necessaries as they stand in need of.
","rn-1790-00195 (0.103):  iv. all slop cloaths, dead mens cloaths, and bedding, are to be issued out to the men publickly upon deck, issued out in the presence of the officers and company. and as on the one hand, the captain is not to suffer any one to be supplied with them, who is not really in want, so he is to oblige those who are ragged, or in want of apparel or bedding, to receive such necessaries as they want, not exceeding the aforegoing regulation.
","usn-1802-00189 (0.667): 8. the captain is to oblige those who are ragged or want bedding, to receive such necessaries aa they stand in need of.
",,,,,,,,
usn-1814-00203,"9. the captain is to sign the slop-book before the ship is paid off; or, on his removal from the ship at any time, the purser is to send the same to the proper accounting officer, duly signed.
","usn-1802-00190 (0.6): 9. the captain is to sign the slopbook before the ship is paid off, or on his removal from the ship a t any time, the purser is to send the same to the proper accounting officer duly signed.
",,,,,,,,,
usn-1814-00204,"10. on the discharge of a man by ticket, the value of the clothes he has been supplied with, must be noted on the same in words at length.
","rn-1790-00197 (0.103):  vi. upon the discharge of any man by ticket, the captain is to take care, that there be noted on the ticket, in words, the value of the cloaths he has been supplied with. 
","usn-1802-00191 (0.486): 10. on the discharge of a man by ticket, the value of the cloth- he has been supplied with must be noted on the ssme in worda at length.
",,,,,,,,
usn-1814-00205,"11. if necessity requires the buying of clothes in foreign parts, the captain must cause them to be procured of the kinds prescribed for the navy, and as moderate as possible: he must also, by the first opportunity, cause an invoice of the same to be forwarded to the navy department.
","usn-1802-00192 (0.655): 11. if necessity requires the buying of clothes in foreign parts, the captain must cause them to be procured of the kinds prescribed for the navy,,and.as mode ab as possible: he must aha, by the first opportunity, cause an invoice of the same to be forwarded to the navy department.
",,,,,,,,,
usn-1814-00207,"regulations respecting the form and mode of keeping the log-book and journals on board of ships, or other vessels, of the united states.
","usn-1802-00193 (0.5): regulations respecting the form and mode of keeping the log-book and joubnals on board of ships or other vessels of tee united states.
",,,,,,,,,
usn-1814-00208,"for the purpose of establishing uniformity, the president orders as follows, viz.
","usn-1802-00194 (1): for the purpose of establishing uniformity, the president orders as follows, viz.
",,,,,,,,,
usn-1814-00209,"1. the quarter-bill, log-tables or book, and journals of the officers, must be kept conformably to the annexed models.
","usn-1802-00195 (0.403): 1. the quarter biil, log-tables or book, and journals of the oscere, must be kept conformably to the annexed models.
",,,,,,,,,
usn-1814-00210,"2. the captains or commanders will cause to be laid before them, the first and fifteenth of every month, the journals of the sea lieutenants, masters, midshipmen, and volunteers under their orders, and will examine and compare them with their own.
","usn-1802-00196 (0.596): 2. the captains or commanders will cause to be laid before them the first and fifteenth of every month, the journals of the sea lieutenants, masters, midshipmen, and volunteers under their orders, will examine and compare them with their own, and will send them at the end of every cruise or expedition to the navy department.
",,,,,,,,,
usn-1814-00211,"3. if any of the said journals contain observations or remarks which may contribute to the improvement of geography, by ascertaining the latitude and longitude, fixing or rectifying the position of places, the heights and views of land, charts, plans or descriptions of any port, anchorage ground, coasts, islands, or danger little known; remarks relative to the direction and effects of currents, tides or winds: the officers or persons appointed to examine them, will make extracts of whatever appears to merit to be preserved; and after these extracts have been communicated to the officer or author of the journal from which they have been drawn, and that he has certified in writing to the fidelity of his journal, as well as of the charts, plans and views which he has joined to it, the same shall be signed by the officers and examiners, and transmitted with their opinion thereon to the  navy, to be preserved in the depot of charts, plans, and journals.
","usn-1802-00197 (0.73): 3. if any of the mid journals contain observations or remarks which may con- tribute to the improvement of geography, by ascertaining the latitude and longi- tude, fixing, or rectifying the position of places, the heights and views of land, charts, plans or descriptions of any port, anchorage ground, coasts, islands or danger iittie known; remarks relative to the direction and effects of currents, tides or winds; the officers or persons appointed fo examine them, will make extracts of whatever appears to merit to be preserved, and after these extracts have been communicated to the officer or author of the journal from which they have been drawn, and that he has certified in writing to the fidelity of his journal, as well as of the charts, plans and views, which he has joined to it, the same shall be signed by the officers and examiners, and tranalnitted with their opinion thereon to the  navy, to be preserved in the depot of charts, plans and journals.
",,,,,,,,,
usn-1814-00212,"model of a journal kept on board the united states [blank] of [blank] guns [blank] commander, by [blank] h	k	f	courses	winds	 occurrences, remarks and historical events, &c. made on board the u. states [blank] of [blank] guns [blank] commander, on [blank] the [blank] day of [blank] ] year	result of day's work.
","usn-1802-00198 (0.141): model of a journal, kept on board the united states ------ of ------ guns ------ commander, by ------.
",,,,,,,,,
usn-1814-00213,"regulations respecting courts martial.
",,,,,,,,,,
usn-1814-00214,"1. all courts martial are to be held, offences tried, sentences pronounced, and execution of such sentences done, agreeably to the articles and orders contained in an act of congress, made on the 23d of april, in the year 1800, entitled, ""an act for the better government of the navy of the united states.""
","rn-1790-00012 (0.113):  i. all courts martials are to be held, offences tryed, sentence pronounced, and execution of such sentence to be done, according to the articles and orders contained in an act of parliament made in the thirteenth year of the reign of king charles the second, entitled, an act for the establishing articles and orders for the regulating and better government of his majesty's navy, ships of war, and forces by sea : which act all officers concerned are duly to peruse for their instruction herein.
","usn-1775-00001 (0.04): the congress resumed the consideration of the rules for the regulation of the navy of the united colonies, and the same being debated by paragraphs, were agreed to as follows:
","usn-1775-00002 (0.054): rules for the regulation of the navy of the united colonies
","usn-1800-00003 (0.089): an act for the better government of the nuqi of the unided hates..
","usn-1800-00004 (0.053): section 1. be ibended by the l5'en.de and house oj representdi~esof the unitedstates of america in congress assembled, that from and after the first day of june next, the following rules and regulations be adopted and put in force, for the government of the navy of the united states.
","usn-1800-00065 (0.067): sec.11. and be itjurther enacted, that the act passed the second day of march, in the year one thousand seven hundred and ninety-nine, intituled ""an act for the government of the navy of the united states,"" from and after the first day of june next, shall be, and hereby is repealed.
","usn-1802-00200 (1): 1.all courts martial are to be held, offences tried, sentences pronounced, and execution of such sentences done, agreeably to the articles and orders contained in an act of congress, made on the 23d of april, in the year 1800, entitled ""an act for the better government of the navy of the united states. ""
",,,
usn-1814-00215,"2. courts martial may be convened as often as the president of the united states, the  navy, or commander in chief of a fleet, or commander of a squadron, while acting out of the united states, shall deem it necessary.
","usn-1800-00014 (0.068): art. x. no person in the navy shall give, hold, or entertain any intercourse or intelhgence to or with any enemy or rebel, without leave from the president of the united states, the  navy, the com- mander in chief of the fleet, or the commander of a squadron; or in case of a vessel acting singly from his commanding officer, on pain of death, or  as  adjudge.
","usn-1800-00039 (0.17): art. xxxv. general courts martial may be convened as often as the president of the united states, the secre- tary of the navy, or the , or commander of a squadron, while acting out of the united states, shall deem it necessary: pro:rided, that no general court martial shall consist of more than thirteen, nor less than five members, and as many officers shall be summoned on every such court as can be convened with- out injury to the service, so as not to exceed thirteen, and the senior officer shall always preside, the others ranking agreeably to the date of their commissions; and in no case, where it can be avoided without injury to the serv- ice, shall more than one half the members, exclusive of the president, be junior to the officer to be tried.
","usn-1800-00046 (0.065): art. xlii. the president of the united states, or when the trial takes place out of the united states, the commander of the fleet or squadron, shall possess full power to pardon any offence committed against these articles, after conviction, or to mitigate the punishment decreed by a court martial.
","usn-1802-00001 (0.059):  a commander in chief, or commander of a squadron.
","usn-1802-00201 (0.787): 2. courts martial may be convened as often as the president of the united states, the  navy, or commander in chief of a fleet, or commander of a squadron, while acting out of the united statea, ahall deem it necessary.
","usn-1802-00215 (0.045): the president of the united states of america, ordains and directs the commanders of squadrons, and all captains and other officers in the navy of the united states, to execute, and cause to be executed, the aforesaid regulations.
",,,,
usn-1814-00216,"3. all complaints are to be made in writing, in which are to be set forth the facts, time, place, and the manner how they were committed.
","rn-1790-00015 (0.055):  iv. all complaints at sea or in foreign parts, upon which the summoning a court martial is to be grounded, shall be made in writing to the commander in chief, (until where the said commander in chief shall see cause of himself to call the same, ) in which are to be set forth the particular facts, with the place, time, and in what manner they were committed. and if any captain, who is intitled by his rank to sit in the court, be personally concerned in the matter to be tryed, he shall not be admitted to sit at the said tryal.
","rn-1790-00056 (0.062):  iv. all applications concerning the ship to the commissioner of the navy refiding at the port, are to be made in writing under his hand, when he cannot apply in person. 
","usn-1802-00202 (1): 3.all complaints are to be made in writing, in which are to be set forth the facts, time, place, and the manner how they were committed.
",,,,,,,
usn-1814-00217,"4. the judge advocate is to examine witnesses upon oath, and by order of the commander in chief, or, in his absence, of the president of the court, to send an attested copy of the charge to the party accused, in time to admit his preparing his defense.
","rn-1790-00016 (0.101):  v. the judge- advocate is to examine the witnesses upon oath, take down their depositions in writing, and shew the same to the commander in chief, who is to order him to send timely, before the tryal, an attested copy of the charge or accusation to the party accused, in order to his being the better prepared for his defence.
","usn-1802-00203 (0.957): 4. the judge advocate is to examine witnesses upon oath, and by order of the commander in chief, or in his absence, of the president of the court, to send an attested copy of the charge to the party accused, in time to admit his preparing his defence; -
",,,,,,,,
usn-1814-00218,"5. in all cases, the youngest member must vote first, and so proceed up to the president.
","usn-1802-00204 (0.585): 5. in all casos, the youngest member must vote first, and so proceed up to the president.
",,,,,,,,,
usn-1814-00221,"1. a commander of a squadron, or commander of a ship appointed to convoy the trade of the united states, must give necessary and proper instructions in writing, and signed by himself, to all the masters of merchant ships and vessels under his protection.
","rn-1790-00211 (0.043):  article i. when any commander is appointed to convoy the trade of his majesty's subjects to any place, he must apply to the  admiralty for a sufficient number of printed books of instructions ; and, after sitting down therein the private signals to be made upon meeting after separation, and such other additional rules as he shall think proper, he is (before he sails) to deliver them out gratis, dated and signed by himself, to the masters of all the merchant ships, or other vessels, that are to go along with him.
","usn-1802-00206 (0.605): 1. a commander of a squadron or commander of a ship appointed to convoy the trade of the united states, must give necessary and proper instructione in writing, and signed by himeelf, to all the masters of merchant ships and vessels under hi8 protection.
",,,,,,,,
usn-1814-00222,"2. he is to take an exact list, in proper form, containing the names of all the ships and vessels under his convoy, and send a copy thereof to the navy department before he sails.
","rn-1790-00212 (0.052):  ii. he is to inform himself exactly, and set down in a list, according to the form in page ( 173) the names of all the merchant ships, or other vessels, that are to proceed under his convoy; and to send a copy of the said lists to the  admiralty, before he sails.
","usn-1802-00058 (0.068): 38. he is to keep a regular journal, and at the end of every three months, he is send a copy thereof to the navy office; and at the expiration of the voyage, to give in a general copy.
","usn-1802-00207 (0.778): 2. he is to take an exact list in proper form, containing the namee of all the ships and vessels under his convoy and send a copy thereof to the navy department, before he sails.
",,,,,,,
usn-1814-00223,"3. he is not, in time of actual war, to chase out of sight of his convoy, but be watchful to defend them from attack or surprise; and if distressed, to afford them all necessary assistance. he is to extend the same protection to his convoy when the united states are not engaged in war.
","rn-1790-00214 (0.062):  iv. all commanders, who have merchant ships under their care, are strictly forbidden to chase out of sight of their convoys, but they are to be watchful in defending them from any attack or surprize ; and if any of them shall be distressed by weather or other accident, to afford them all necessary assistance.
","usn-1802-00208 (0.584): 3. he is not in time of actual war to chase out of sight of his convoy, but be watchful to defend them from attack or surprise; and if dietressed,.to &ord them all necessary atmistance.-he is to extend the same protection to b convoy, when the united states are not engaged in war.
",,,,,,,,
usn-1814-00224,"4. if the master of a ship shall misbehave, by delaying the convoy, abandoning, or disobeying the established instructions, the commander is to report him, with a narrative of the facts, to the  navy, by the first opportunity.
","rn-1790-00215 (0.041):  v. if any master of a ship shall behave himself so negligently as to delay the convoy on his account, or shall abandon the same, or be any ways disobedient to  the instructions established for the good government thereof, the commander is to note his name, as also the ship, and the owner, and transmit the same, with a narration of the fact, to the  admiralty, by the first opportunity.
","usn-1802-00209 (0.707): 4. if the master of a ship shall misbehave, by delayinq the convoy, abandoning, or disobeying the established instructions, the commander is to report him with a narrative of the facts to the  navy, by the fimt opportunity.
",,,,,,,,
usn-1814-00225,"5. the commander is to carry a top-light in the night, to prevent separation, unless, on particular occasions, he may deem it improper.
","rn-1790-00216 (0.133):  vi. the captain commanding a convoy shall carry a top light in the night, the better to prevent separation.
","usn-1802-00210 (0.64): 5. the commander is to carry a toplight in the night, to prevent separation, unless on particular occasions, he may deem it improper.
",,,,,,,,
usn-1814-00226,"6. he may order his signals to be repeated by as many ships of war under his command, as he may think fit.
","rn-1790-00217 (0.179):  vii. the commander in chief of a convoy may direct his signals to be repeated by as many of the ships of war under his command, as he shall think fit, when he has such a number of merchant ships under his care, as may make the same convenient. 
","usn-1802-00211 (0.41): 6. he may order his signals to be repeated by 8s many ships of war under his command,aahe may think fit.
",,,,,,,,
usn-1814-00227,"7. when different convoys set sail at the same time, or join at sea, they are to keep together so long as their courses lie together: when it thus happens, the eldest commander of a convoy shall command in the first post; the next eldest, in the second; and so on according to seniority.
","rn-1790-00218 (0.166):  viii. when different convoys sail at the same time out of port, or join at sea, they are to keep company so long as their courses lie together, for the general good. and on those occasions, the eldest commander of a convoy shall command in the first post ; the next eldest commander of a convoy, in the second post ; and so on ; to the number of convoys that may happen to sail together. nor is any private captain in company, though elder than some of the commanders of a convoy, to break in upon this disposition, or think themselves injured thereby, it not being intended to his prejudice, but to preserve order and good government amongst the several convoys, while they are together. 
","usn-1802-00212 (0.855): 7. when different convoys set sail at the same time, or join at sea, they are to keep together,so long ss their courses lie together: when it thus happens,the eldest commander of a convoy, shall command in the first post; the next eldest in the second, and so on according to seniority.
",,,,,,,,
usn-1814-00228,"8. commanders of different convoys are to wear the lights of their respective posts, and repeat the signals, in order, as is usual to flag-officers.
","rn-1790-00219 (0.079):  ix. he who commands in the first post, shall wear the lights of that post, and make signals in sailing. the captains commanding in the second and third posts, shall wear the lights of those posts ; and all repeat the signals in order, as is done by the flag officers.
","usn-1802-00213 (1): 8. commanders of different convoys are to wear the lights of their respective posts, and repeat the signals, in order, as is usual to flag officers.
",,,,,,,,
usn-1814-00229,"9. convoys are to sail like divisions, and proper signals to be made at separation.
","usn-1802-00214 (1): 9. convoys are to sail like divisions, and proper signals to be made at separation.
",,,,,,,,,
usn-1814-00230,"the president of the united states of america, ordains and directs the commanders of squadrons, and all captains and other officers in the navy of the united states to execute, and cause to be executed, the aforesaid regulations. by command,  navy.
","usn-1775-00002 (0.047): rules for the regulation of the navy of the united colonies
","usn-1802-00201 (0.042): 2. courts martial may be convened as often as the president of the united states, the  navy, or commander in chief of a fleet, or commander of a squadron, while acting out of the united statea, ahall deem it necessary.
","usn-1802-00215 (0.919): the president of the united states of america, ordains and directs the commanders of squadrons, and all captains and other officers in the navy of the united states, to execute, and cause to be executed, the aforesaid regulations.
",,,,,,,
usn-1930-00001,"the navy of the united states shall be governed by the following articles:
","usn-1775-00001 (0.057): the congress resumed the consideration of the rules for the regulation of the navy of the united colonies, and the same being debated by paragraphs, were agreed to as follows:
","usn-1775-00002 (0.125): rules for the regulation of the navy of the united colonies
","usn-1800-00001 (0.056): rules and regulations for the government of the united states navy l8o0.
","usn-1800-00004 (0.055): section 1. be ibended by the l5'en.de and house oj representdi~esof the unitedstates of america in congress assembled, that from and after the first day of june next, the following rules and regulations be adopted and put in force, for the government of the navy of the united states.
","usn-1800-00065 (0.053): sec.11. and be itjurther enacted, that the act passed the second day of march, in the year one thousand seven hundred and ninety-nine, intituled ""an act for the government of the navy of the united states,"" from and after the first day of june next, shall be, and hereby is repealed.
","usn-1802-00200 (0.052): 1.all courts martial are to be held, offences tried, sentences pronounced, and execution of such sentences done, agreeably to the articles and orders contained in an act of congress, made on the 23d of april, in the year 1800, entitled ""an act for the better government of the navy of the united states. ""
","usn-1802-00215 (0.073): the president of the united states of america, ordains and directs the commanders of squadrons, and all captains and other officers in the navy of the united states, to execute, and cause to be executed, the aforesaid regulations.
","usn-1814-00214 (0.052): 1. all courts martial are to be held, offences tried, sentences pronounced, and execution of such sentences done, agreeably to the articles and orders contained in an act of congress, made on the 23d of april, in the year 1800, entitled, ""an act for the better government of the navy of the united states.""
","usn-1814-00215 (0.045): 2. courts martial may be convened as often as the president of the united states, the  navy, or commander in chief of a fleet, or commander of a squadron, while acting out of the united states, shall deem it necessary.
","usn-1814-00230 (0.068): the president of the united states of america, ordains and directs the commanders of squadrons, and all captains and other officers in the navy of the united states to execute, and cause to be executed, the aforesaid regulations. by command,  navy.
"
usn-1930-00003,"the commanders of all fleets, squadrons, naval stations, and vessels belonging to the navy are required to show in themselves a good example of virtue, honor, patriotism, and subordination; to be vigilant in inspecting the conduct of all persons who are placed under their command; to guard against and suppress all dissolute and immoral practices; and to correct, according to the laws and regulations of the navy, all persons who are guilty of them; and any such commander who offends against this article shall be punished as a court-martial may direct.
","usn-1775-00003 (0.059): the commanders of all ships and vessels belonging to the thirteen united colonies, are strictly required to shew in themselves a good example of honor and virtue to their officers and men, and to be very vigilant in inspecting the behaviour of all such as are under them, and to discountenance and suppress all dissolute, immoral, and disorderly practices, and also such as are contrary to the rules of discipline and obedience, and to correct those who are guilty of the same, according to the usage of the sea.
","usn-1800-00005 (0.206): art. i. the commanders of all ships and vessels of war belonging to the navy, are strictly enjoined and required to show in themselves a good example of virtue, honour, patriotism and subordination; and be vigilant in inspecting the conduct of allsuch as are placed under their command; and to guard against, and suppress, all dissolute and immoral practices, and to correct all such as are guilty of them, according to the usage of the sea service.
",,,,,,,,
usn-1930-00005,"the commanders of vessels and naval stations to which chaplains are attached shall cause divine service to be performed on sunday whenever the weather and other circumstances allow it to be done; and it is earnestly recommended to all officers, seamen, and others in the naval service diligently to attend at every performance of the worship of almighty god.
",,,,,,,,,,
usn-1930-00007,"any irreverent or unbecoming behavior during divine service shall be punished as a general or summary court-martial may direct.
",,,,,,,,,,
usn-1930-00009,"the punishment of death, or  as a court martial may adjudge, may be inflicted on any person in the naval service --
",,,,,,,,,,
usn-1930-00010,"who makes, or attempts to make, or unites with any mutiny or mutinous assembly, or, being witness to or present at any mutiny does not do his utmost to suppress it; or, knowing of any mutinous assembly or of any intended mutiny, does not immediately communicate his knowledge to his superior or commanding officer;
","usn-1800-00017 (0.044): art. xiii. if any person in the navy shall make or attempt to make any mutinous assembly, he shall on conviction thereof by a court martial, suffer death; and if any person as aforesaid shall utter any seditious or mutinous words, or shall conceal or connive at any mutinous or seditious practices, or shall treat with con- tempt his superior, bemg in the execution of his office; or being witness to any mutiny or sedition, shall not do his utmost to suppress it, he shall be punished .
",,,,,,,,,
usn-1930-00011,"or disobeys the lawful orders of his superior officers;
","usn-1800-00018 (0.067): art. xiv. no officer or private in the navy shall disobey the lawful orders of his superior officer, or strike him, or draw, or offer to draw, or raise any weapon against him, while in the execution  his office, on paln of death, or  as .
",,,,,,,,,
usn-1930-00012,"or strikes or assaults, or attempts or threatens to strike or assault, his superior officer while in the execution  his office;
","usn-1800-00018 (0.059): art. xiv. no officer or private in the navy shall disobey the lawful orders of his superior officer, or strike him, or draw, or offer to draw, or raise any weapon against him, while in the execution  his office, on paln of death, or  as .
",,,,,,,,,
usn-1930-00013,"or gives any intelligence to, or holds or entertains any intercourse with, an enemy or rebel, without leave from the president, the  navy, the , the commander of the squadron, or, in case of a vessel acting singly, from his commanding officer;
","usn-1800-00014 (0.181): art. x. no person in the navy shall give, hold, or entertain any intercourse or intelhgence to or with any enemy or rebel, without leave from the president of the united states, the  navy, the com- mander in chief of the fleet, or the commander of a squadron; or in case of a vessel acting singly from his commanding officer, on pain of death, or  as  adjudge.
",,,,,,,,,
usn-1930-00014,"or receives any message or letter from an enemy or rebel, or, being aware of the unlawful reception of such message or letter, fails to take the earliest opportunity to inform his superior or commanding officer thereof;
",,,,,,,,,,
usn-1930-00015,"or, in time of war, deserts or entices others to desert;
",,,,,,,,,,
usn-1930-00016,"or, in time of war, deserts or betrays his trust, or entices or aids others to desert or betray their trust;
",,,,,,,,,,
usn-1930-00017,"or, sleeps upon his watch;
",,,,,,,,,,
usn-1930-00018,"or leaves his station before being regularly relieved;
",,,,,,,,,,
usn-1930-00019,"or intentionally or willfully suffers any vessel of the navy to be stranded, or run upon rocks or shoals, or improperly hazarded or maliciously or willfully injures any vessel of the navy, or any part of her tackle, armament, or equipment, whereby the safety the vessel is hazarded or the lives of the crew exposed to danger.
","usn-1800-00023 (0.154): art. xix. if any officer,or other person in the navy, shall, through intention, (a) negligence, or any other fault, suffer any vessel of the navy to be stranded, or run upon rocks or shoals, or hazarded, he shall suffer   adjudge.
",,,,,,,,,
usn-1930-00020,"or unlawfully sets on fire, or otherwise unlawfully destroys any public property not at the time in possession of an enemy, pirate or rebel;
","usn-1800-00029 (0.056): art.xxv. if any person in the navy shall unlawfui1y set fire to or burn any kind of public property, not then in the possession of an enemy, pirate, or rebel, he shall suffer death: and if any person shall, in any other manner, destroy such property, or shall not use his best exertions to prevent the destruction thereof by others, he shall be punished .
",,,,,,,,,
usn-1930-00021,"or strikes or attempts to strike the flag to an enemy or rebel without proper authority, or, when engaged in battle, treacherously yields or pusillanimously cries for quarter;
","usn-1800-00020 (0.051): art. xvi. if any person in the navy shall desert to an enemy or rebel, he shall suffer death.
",,,,,,,,,
usn-1930-00022,"or, in time of battle, displays cowardice, negligence, or disaffection, or withdraws from or keeps out of danger to which he should expose himself;
",,,,,,,,,,
usn-1930-00023,"or, in time of battle, deserts his duty or station, or entices others to do so;
","usn-1775-00031 (0.044): any captain or other officer, mariner, or others, who shall basely desert their duty or station in the ship, and run away while the enemy is in sight, or, in time of action, or shall entice others to do so, shall suffer death, or  as .
",,,,,,,,,
usn-1930-00024,"or does not properly observe the orders of his commanding officer, and use his utmost exertions to carry them into execution when ordered to prepare for or join in, or when actually engaged in, battle, or while in sight of an enemy;
","usn-1800-00009 (0.155): art. v. every officer or private who shall not pro erly dlsobediencain observetheordersofhiscommandingofficer,orshahnot timeof use his utmost exertions to carry them into execution, when ordered to prepare for, join in, or when actuall~ engaged in battle; or shall a t such time, basely desert i s duty or station, either then, or while in sight of an enemy, or shall induce others to do so, every person so offendin shall, on conviction thereof by a general court martmf a d e r death or  as the said court shall adjudge.
",,,,,,,,,
usn-1930-00025,"or, being in command of a fleet, squadron, or vessel acting singly, neglects, when an engagement is probable, or when an armed vessel of an enemy or rebel is in sight, to prepare and clear his ship or ships for action;
",,,,,,,,,,
usn-1930-00026,"or does not, upon signal for battle, use his utmost exertions to join in battle;
","usn-1800-00032 (0.043): art. xxviii. every person in the navy shall use his utmost exertions to detect, apprehend, and bring to punishment all offenders, and shall at all times, aid and assist all persons appointed for this pu ose, on pain of   adjudge.
",,,,,,,,,
